v,Lx,Ly,state_index,energy,abs_energy,W_corner,W_edge,W_bulk,max_position_x,max_position_y,classification,in_gap_window,bulk_gap_used,window_status
0.4,10,10,402,-0.03534887706332194,0.03534887706332194,0.3572727785987271,0.6057990970096252,0.03692812439164754,1,0,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,403,-0.035348877063321495,0.035348877063321495,0.3572727785987265,0.6057990970096261,0.03692812439164755,0,1,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,404,-0.033390626520939534,0.033390626520939534,0.37430818729142795,0.618745506531561,0.006946306177011613,0,0,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,405,-0.03339062652093945,0.03339062652093945,0.37430818729142945,0.6187455065315591,0.0069463061770117076,0,9,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,406,-0.02326395501630989,0.02326395501630989,0.3834551374080255,0.6023565870517869,0.014188275540187447,1,0,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,407,-0.02326395501630981,0.02326395501630981,0.38345513740802617,0.6023565870517859,0.014188275540187466,8,9,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,408,0.0069707094133526736,0.0069707094133526736,0.3022764237893153,0.684418010846786,0.013305565363897922,9,2,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,409,0.006970709413353315,0.006970709413353315,0.30227642378931563,0.6844180108467852,0.013305565363897875,0,7,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,410,0.010633610387251488,0.010633610387251488,0.2321641532237644,0.7251707630885416,0.042665083687694255,2,0,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,411,0.010633610387251963,0.010633610387251963,0.23216415322376316,0.7251707630885416,0.04266508368769414,7,9,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,412,0.02251950673435645,0.02251950673435645,0.3366358460715624,0.6520720465459189,0.01129210738251818,0,0,edge_state,0.15999999999999975,0.39999999999999936,ok
