center_label,v,lm,t,w,bulk_gap,direct_gap,indirect_gap,min_direct_gap,kx_min,ky_min,chern,z2,wilson,occupied_band_index,unoccupied_band_index,distance_to_center
B,1.03,0.2599999999999999,0.5,0.97,0.43375262188858377,0.43375262188858377,0.43375262188858377,0.43375262188858377,1.0,0.5,1.6077075637953617e-17,1,-0.7357541323139223,3,4,0.09219544457292884
B,1.03,0.2699999999999999,0.5,0.97,0.44334203698644825,0.44334203698644836,0.44334203698644825,0.44334203698644836,0.0,0.5,1.6567166664998876e-18,0,0.3434992432544663,3,4,0.09899494936611662
B,1.03,0.2799999999999999,0.5,0.97,0.4532065133951757,0.4532065133951767,0.4532065133951757,0.4532065133951767,0.5,1.0,-8.203783786859983e-18,1,-0.9914706776873329,3,4,0.10630145812734647
B,1.03,0.2899999999999999,0.5,0.97,0.46333884871933284,0.46333884871933306,0.46333884871933284,0.46333884871933306,0.0,0.5,-1.2811736167180253e-16,1,-1.037901430472934,3,4,0.11401754250991376
B,1.03,0.29999999999999993,0.5,0.97,0.47373190434985823,0.47373190434985823,0.47373190434985823,0.47373190434985823,1.0,0.5,-1.3089949296011615e-16,1,0.5176806493022215,3,4,0.122065556157337
B,1.04,0.1,0.5,0.96,0.22061205377050094,0.2868299298635767,0.22061205377050094,0.2868299298635767,0.0,0.5,-3.5796824682214264e-17,0,-0.22214587778482628,3,4,0.11661903789690604
B,1.04,0.11,0.5,0.96,0.24488578017961019,0.2911036562726862,0.24488578017961019,0.2911036562726862,1.0,0.5,4.4844760715892586e-18,1,0.5834535413855207,3,4,0.10816653826391971
B,1.04,0.12,0.5,0.96,0.2695453501482374,0.29576322624131324,0.2695453501482374,0.29576322624131324,1.0,0.5,-6.85805369064385e-17,0,0.23712269399209907,3,4,0.10000000000000005
B,1.04,0.13,0.5,0.96,0.29458534073250797,0.300803216825584,0.29458534073250797,0.300803216825584,0.0,0.5,-3.877424868989337e-18,0,-0.05376002602269932,3,4,0.09219544457292891
B,1.04,0.13999999999999999,0.5,0.96,0.30621787609307527,0.30621787609307555,0.30621787609307527,0.30621787609307555,1.0,0.5,9.828057601410443e-17,0,0.2602922451613822,3,4,0.08485281374238576
B,1.04,0.14999999999999997,0.5,0.96,0.3120011529474883,0.3120011529474883,0.3120011529474883,0.3120011529474883,1.0,0.5,2.548332168968752e-17,1,-0.546437420389929,3,4,0.07810249675906661
B,1.04,0.15999999999999998,0.5,0.96,0.3181467273469566,0.31814672734695665,0.3181467273469566,0.31814672734695665,0.0,0.5,4.60021983875366e-17,0,0.29422710648870987,3,4,0.07211102550927985
B,1.04,0.16999999999999998,0.5,0.96,0.3246480406109973,0.3246480406109973,0.3246480406109973,0.3246480406109973,0.5,0.0,-1.6937755771459795e-16,1,-0.7905940849111744,3,4,0.06708203932499375
B,1.04,0.17999999999999997,0.5,0.96,0.331498325531179,0.33149832553117914,0.331498325531179,0.33149832553117914,0.0,0.5,-3.1457815631442187e-18,1,0.6433951495022132,3,4,0.06324555320336765
B,1.04,0.18999999999999995,0.5,0.96,0.3386906360242992,0.3386906360242993,0.3386906360242992,0.3386906360242993,1.0,0.5,2.136075772843125e-16,0,0.1825605667840156,3,4,0.06082762530298226
B,1.04,0.19999999999999996,0.5,0.96,0.3462178760930751,0.3462178760930751,0.3462178760930751,0.3462178760930751,0.0,0.5,-3.726336307970932e-17,0,0.20571845569778754,3,4,0.06000000000000005
