v,t,w,lm,E_valence_M,E_conduction_M,Delta_M,m_M,2abs_m_M
0.7180000000000002,0.3,1.0,0.0,0.28199999999999986,0.31800000000000017,0.03600000000000031,0.018000000000000238,0.036000000000000476
0.7190000000000002,0.3,1.0,0.0,0.2809999999999999,0.31900000000000034,0.03800000000000042,0.019000000000000128,0.038000000000000256
0.7200000000000002,0.3,1.0,0.0,0.27999999999999975,0.3200000000000001,0.04000000000000037,0.02000000000000024,0.04000000000000048
0.7210000000000002,0.3,1.0,0.0,0.2790000000000002,0.3210000000000002,0.04199999999999998,0.02100000000000013,0.04200000000000026
0.7220000000000002,0.3,1.0,0.0,0.278,0.3220000000000002,0.04400000000000015,0.02200000000000024,0.04400000000000048
0.7230000000000002,0.3,1.0,0.0,0.277,0.3230000000000002,0.04600000000000015,0.02300000000000013,0.04600000000000026
0.7240000000000002,0.3,1.0,0.0,0.27599999999999986,0.32399999999999995,0.0480000000000001,0.024000000000000243,0.04800000000000049
0.7250000000000002,0.3,1.0,0.0,0.2750000000000003,0.3250000000000003,0.04999999999999999,0.025000000000000133,0.050000000000000266
0.7260000000000002,0.3,1.0,0.0,0.2739999999999997,0.3260000000000003,0.0520000000000006,0.026000000000000245,0.05200000000000049
0.7270000000000002,0.3,1.0,0.0,0.2729999999999998,0.32699999999999996,0.05400000000000016,0.027000000000000135,0.05400000000000027
0.7280000000000002,0.3,1.0,0.0,0.27199999999999985,0.3280000000000003,0.05600000000000044,0.028000000000000247,0.056000000000000494
0.7290000000000002,0.3,1.0,0.0,0.2709999999999998,0.32899999999999996,0.05800000000000016,0.029000000000000137,0.058000000000000274
0.7300000000000002,0.3,1.0,0.0,0.27,0.33000000000000024,0.06000000000000022,0.03000000000000025,0.0600000000000005
0.7310000000000002,0.3,1.0,0.0,0.2689999999999997,0.33100000000000024,0.062000000000000555,0.03100000000000014,0.06200000000000028
0.7320000000000002,0.3,1.0,0.0,0.2679999999999999,0.3320000000000003,0.06400000000000039,0.03200000000000025,0.0640000000000005
0.7330000000000002,0.3,1.0,0.0,0.26699999999999946,0.333,0.06600000000000056,0.03300000000000014,0.06600000000000028
0.7340000000000002,0.3,1.0,0.0,0.2659999999999996,0.33399999999999996,0.06800000000000034,0.03400000000000025,0.0680000000000005
0.7350000000000002,0.3,1.0,0.0,0.26499999999999985,0.335,0.07000000000000017,0.03500000000000014,0.07000000000000028
0.7360000000000002,0.3,1.0,0.0,0.2639999999999996,0.3360000000000001,0.07200000000000045,0.036000000000000254,0.07200000000000051
0.7370000000000002,0.3,1.0,0.0,0.2629999999999999,0.3370000000000003,0.0740000000000004,0.037000000000000144,0.07400000000000029
0.7380000000000002,0.3,1.0,0.0,0.26199999999999946,0.338,0.07600000000000057,0.038000000000000256,0.07600000000000051
0.7390000000000002,0.3,1.0,0.0,0.26099999999999984,0.3389999999999999,0.07800000000000007,0.039000000000000146,0.07800000000000029
0.7400000000000002,0.3,1.0,0.0,0.2599999999999998,0.34000000000000025,0.08000000000000046,0.04000000000000026,0.08000000000000052
0.7410000000000002,0.3,1.0,0.0,0.2589999999999999,0.34100000000000025,0.08200000000000035,0.04100000000000015,0.0820000000000003
0.7420000000000002,0.3,1.0,0.0,0.25799999999999995,0.34200000000000025,0.0840000000000003,0.04200000000000026,0.08400000000000052
0.7430000000000002,0.3,1.0,0.0,0.25699999999999984,0.3430000000000003,0.08600000000000046,0.04300000000000015,0.0860000000000003
0.7440000000000002,0.3,1.0,0.0,0.25599999999999984,0.3440000000000003,0.08800000000000047,0.04400000000000026,0.08800000000000052
0.7450000000000002,0.3,1.0,0.0,0.2549999999999998,0.345,0.09000000000000019,0.04500000000000015,0.0900000000000003
0.7460000000000002,0.3,1.0,0.0,0.25399999999999967,0.34600000000000014,0.09200000000000047,0.04600000000000026,0.09200000000000053
0.7470000000000002,0.3,1.0,0.0,0.25299999999999967,0.34700000000000003,0.09400000000000036,0.04700000000000015,0.0940000000000003
0.7480000000000002,0.3,1.0,0.0,0.25199999999999984,0.3480000000000002,0.09600000000000036,0.048000000000000265,0.09600000000000053
0.7490000000000002,0.3,1.0,0.0,0.2509999999999993,0.34900000000000025,0.09800000000000098,0.049000000000000155,0.09800000000000031
0.7500000000000002,0.3,1.0,0.0,0.2499999999999996,0.3500000000000003,0.1000000000000007,0.050000000000000266,0.10000000000000053
0.7510000000000002,0.3,1.0,0.0,0.2489999999999998,0.35100000000000015,0.10200000000000034,0.051000000000000156,0.10200000000000031
0.7520000000000002,0.3,1.0,0.0,0.24800000000000016,0.3520000000000002,0.10400000000000004,0.05200000000000027,0.10400000000000054
0.7530000000000002,0.3,1.0,0.0,0.2469999999999999,0.3530000000000003,0.10600000000000043,0.05300000000000016,0.10600000000000032
0.7540000000000002,0.3,1.0,0.0,0.24599999999999997,0.3540000000000005,0.10800000000000051,0.05400000000000027,0.10800000000000054
0.7550000000000002,0.3,1.0,0.0,0.24499999999999986,0.3550000000000003,0.11000000000000046,0.05500000000000016,0.11000000000000032
0.7560000000000002,0.3,1.0,0.0,0.24399999999999958,0.3560000000000002,0.11200000000000063,0.05600000000000027,0.11200000000000054
0.7570000000000002,0.3,1.0,0.0,0.24299999999999986,0.3570000000000003,0.11400000000000046,0.05700000000000016,0.11400000000000032
0.7580000000000002,0.3,1.0,0.0,0.24199999999999966,0.358,0.11600000000000033,0.058000000000000274,0.11600000000000055
0.7590000000000002,0.3,1.0,0.0,0.2409999999999999,0.3590000000000002,0.1180000000000003,0.05900000000000016,0.11800000000000033
