point_id,v,t,lm,gap,chern,z2,edge_state,corner_state,Wilson_loop,z2_flip_axes,max_chern_delta,min_neighbor_abs_gap,is_chern_jump,phase_family,special_score
v_0p60_t_0p60_lm_0p60,0.6,0.6,0.6,0.7999999999999994,4.0548966258327834e-17,0,0,0,0.4799027691155708,1,3.519657614833429e-16,0.599999999999998,0,R0_robust_trivial,1.4
v_0p60_t_0p60_lm_0p70,0.6,0.6,0.7,0.599999999999998,-3.1141679522501505e-16,1,0,0,0.9050906814616495,2,4.566827324641312e-16,0.39999999999999825,0,R1_robust_z2,3.4000000000000004
v_0p60_t_0p60_lm_0p80,0.6,0.6,0.8,0.39999999999999875,-1.7523285057823943e-16,0,0,0,0.4915676597445566,3,2.236980946558935e-16,0.19999999999999651,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p60_lm_0p90,0.6,0.6,0.9,0.19999999999999651,4.8465244077654093e-17,0,0,0,0.15667810887906933,3,2.628652510258722e-16,0.0,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p60_lm_1p00,0.6,0.6,1.0,-9.43689570931383e-16,0.0,1,1,0,0.8551648141889268,2,4.1715413891841863e-16,0.19999999999999651,0,C1_critical_inversion_core,8.399999999999924
v_0p60_t_0p70_lm_0p00,0.6,0.7,0.0,-0.1999999999999997,1.663621693575604e-17,1,0,0,-1.2203504369850997,2,3.214178568911495e-16,9.159339953157541e-16,0,P1_precursor_topological,3.4
v_0p60_t_0p70_lm_0p10,0.6,0.7,0.1,-9.159339953157541e-16,1.936427217662501e-16,0,1,0,0.38538699645335966,2,1.8965773551451147e-16,0.1999999999999989,0,C1_critical_inversion_core,7.799999999999926
v_0p60_t_0p70_lm_0p20,0.6,0.7,0.2,0.1999999999999991,2.769459423604445e-16,1,0,0,1.0193492228791938,2,5.34928489496499e-16,5.551115123125783e-16,0,R1_robust_z2,3.4000000000000004
v_0p60_t_0p70_lm_0p30,0.6,0.7,0.3,0.4000000000000003,-2.5798254713605457e-16,0,0,0,1.825728200411304,3,5.970973514917438e-16,0.19999999999999885,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p70_lm_0p40,0.6,0.7,0.4,0.5999999999999983,3.3911480435568925e-16,0,0,0,0.42306918196710225,2,5.970973514917438e-16,0.3999999999999987,0,R0_robust_trivial,2.8000000000000003
v_0p60_t_0p70_lm_0p50,0.6,0.7,0.5,0.7999999999999985,-5.715667704971602e-17,0,0,0,-0.2797513462928673,1,3.9627148140540526e-16,0.5999999999999972,0,R0_robust_trivial,1.4
v_0p60_t_0p70_lm_0p60,0.6,0.7,0.6,0.5999999999999989,3.0740130848326906e-16,0,0,0,1.9607797956871684,2,4.782417339415786e-16,0.3999999999999975,0,R0_robust_trivial,2.8000000000000003
v_0p60_t_0p70_lm_0p70,0.6,0.7,0.7,0.39999999999999825,-2.7447529945361684e-17,1,0,0,0.5870686225829936,2,3.3484883842863076e-16,0.19999999999999818,0,R1_robust_z2,3.4
v_0p60_t_0p70_lm_0p80,0.6,0.7,0.8,0.19999999999999818,-1.085612355553791e-16,1,1,0,-2.593442676710203,2,0.9999999999999999,6.220887844026741e-17,1,R1_robust_z2,6.199999999999999
v_0p60_t_0p70_lm_0p90,0.6,0.7,0.9,-4.440892098500626e-16,0.0,1,1,0,3.1816010872945792,2,4.1715413891841863e-16,0.19999999999999651,0,C1_critical_inversion_core,8.399999999999965
v_0p60_t_0p70_lm_1p00,0.6,0.7,1.0,0.1999999999999976,-4.1715413891841863e-16,1,0,0,0.6842183889631201,1,9.472465858290048e-16,0.0,0,R1_robust_z2,2.0000000000000004
v_0p60_t_0p80_lm_0p00,0.6,0.8,0.0,-0.39999999999999997,1.2322068866993643e-17,0,0,0,1.7324763977565922,2,3.0049290900048217e-16,0.1999999999999997,0,P0_precursor_trivial,2.8
v_0p60_t_0p80_lm_0p10,0.6,0.8,0.1,-0.20000000000000068,3.128149778674758e-16,0,0,0,-2.053996362686265,2,6.54821821234356e-16,9.159339953157541e-16,0,P0_precursor_trivial,2.8000000000000003
v_0p60_t_0p80_lm_0p20,0.6,0.8,0.2,-9.37134072845097e-16,1.7713859267096528e-16,1,1,0,-1.1321708640158634,2,7.094331735063156e-16,0.19999999999999873,0,C1_critical_inversion_core,8.399999999999924
v_0p60_t_0p80_lm_0p30,0.6,0.8,0.3,0.19999999999999993,-3.412509305883573e-16,1,0,0,-0.6285803799875087,1,5.730290098343589e-16,7.771561172376096e-16,0,R1_robust_z2,2.0000000000000004
v_0p60_t_0p80_lm_0p40,0.6,0.8,0.4,0.3999999999999987,1.0395152197774466e-16,1,0,0,1.100507833961049,3,4.45202452566102e-16,0.19999999999999887,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p80_lm_0p50,0.6,0.8,0.5,0.5999999999999972,-1.4181019911677123e-16,0,0,0,1.9546834950956649,2,4.2466425644232843e-16,0.3999999999999975,0,R0_robust_trivial,2.8
v_0p60_t_0p80_lm_0p60,0.6,0.8,0.6,0.3999999999999975,-4.46204627997067e-17,0,0,0,0.36343619992535875,2,3.5202177128297574e-16,0.1999999999999981,0,R0_robust_trivial,2.8
v_0p60_t_0p80_lm_0p70,0.6,0.8,0.7,0.19999999999999915,-3.1971525503537066e-16,1,1,0,0.6610045921129727,2,0.9999999999999997,6.220887844026741e-17,1,R1_robust_z2,6.199999999999999
v_0p60_t_0p80_lm_0p80,0.6,0.8,0.8,-6.220887844026741e-17,-1.0,0,1,1,0.45801966592985316,3,1.0,0.19999999999999718,1,C2_critical_corner_reconstruction,14.199999999999994
v_0p60_t_0p80_lm_0p90,0.6,0.8,0.9,0.19999999999999818,4.137577168517274e-17,0,1,0,0.2946757502694115,2,1.0,6.220887844026741e-17,1,R0_robust_trivial,5.6
v_0p60_t_0p80_lm_1p00,0.6,0.8,1.0,0.39999999999999697,-2.4023781180971095e-16,1,0,0,-0.6391637596869544,1,3.322457700449612e-16,0.1999999999999973,0,R1_robust_z2,2.0000000000000004
v_0p60_t_0p90_lm_0p00,0.6,0.9,0.0,-0.6000000000000004,-1.6711078536561134e-16,0,0,0,0.438333521178934,2,3.430802387925421e-16,0.39999999999999997,0,P0_precursor_trivial,2.8
v_0p60_t_0p90_lm_0p10,0.6,0.9,0.1,-0.4000000000000017,-3.4200684336688017e-16,0,0,0,-1.7483115959788977,1,6.54821821234356e-16,0.20000000000000068,0,P0_precursor_trivial,1.4000000000000004
v_0p60_t_0p90_lm_0p20,0.6,0.9,0.2,-0.20000000000000098,-1.3632300384638474e-16,0,0,0,-0.17579917311755822,2,3.1346159651735e-16,7.771561172376096e-16,0,P0_precursor_trivial,2.8
v_0p60_t_0p90_lm_0p30,0.6,0.9,0.3,-7.771561172376096e-16,-1.9869455938283346e-16,0,1,0,0.054533664760822005,2,3.5380118253389246e-16,0.19999999999999887,0,C1_critical_inversion_core,7.799999999999938
v_0p60_t_0p90_lm_0p40,0.6,0.9,0.4,0.19999999999999887,-2.2720264884471196e-16,1,0,0,1.414879818757097,3,3.831792145834124e-16,7.771561172376096e-16,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p90_lm_0p50,0.6,0.9,0.5,0.3999999999999988,-1.6030559221712906e-16,0,0,0,2.0082845591389336,3,2.6511996701692067e-16,0.1999999999999975,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p90_lm_0p60,0.6,0.9,0.6,0.1999999999999981,-9.818978985465882e-17,0,1,1,-0.45607014261663154,1,0.9999999999999999,1.6653345369377348e-16,1,R3_robust_hoti_corner,6.2
v_0p60_t_0p90_lm_0p70,0.6,0.9,0.7,-2.220446049250313e-16,5.300924469105861e-17,1,1,0,-1.4596657037973344,2,3.9759806721363683e-16,0.1999999999999966,0,C1_critical_inversion_core,8.399999999999983
v_0p60_t_0p90_lm_0p80,0.6,0.9,0.8,0.1999999999999992,9.16608158838692e-17,1,1,0,2.625927065950196,3,1.0,6.220887844026741e-17,1,R1_robust_z2,7.599999999999999
v_0p60_t_0p90_lm_0p90,0.6,0.9,0.9,0.39999999999999525,-9.637834826069145e-18,0,0,0,-0.21033333681877767,1,2.0044115244923576e-16,0.19999999999999796,0,R0_robust_trivial,1.4
v_0p60_t_0p90_lm_1p00,0.6,0.9,1.0,0.5999999999999953,-2.1007898727530492e-16,1,0,0,-1.2033153613861098,3,4.195181157181278e-16,0.39999999999999525,0,R1_robust_z2,4.799999999999999
v_0p60_t_1p00_lm_0p00,0.6,1.0,0.0,-0.7999999999999996,1.7596945342693075e-16,1,0,0,1.2300777727693155,3,3.76890894712082e-16,0.6000000000000003,0,P1_precursor_topological,4.799999999999999
